WARNING:root: [!] Starting Masked Language Model evaluation over 2 splits!
WARNING:root: [!] Loaded data and vocab. X train size: (76126, 2048), X test size: (17407, 2048), vocab size: 10000
WARNING:root: [!] Initiating Self-Supervised Learning Pretraining
     Language Modeling MaskedLanguageModel
     Model ReformerLM with config:
	{'vocabSize': 10000, 'hiddenNeurons': [64]}

WARNING:root: [!] Running pre-training split 1/2
WARNING:root: [!] Pre-training model...
WARNING:root: [*] Masking sequences...
WARNING:root: [*] Started epoch: 1
WARNING:root: [*] Mon Jan  9 16:39:02 2023: Train Epoch: 1 [  0  /68513 (0 %)]	Loss: 323.511902 | Not computing TPR and F1 | Elapsed: 5.67s
WARNING:root: [*] Mon Jan  9 16:39:56 2023: Train Epoch: 1 [ 400 /68513 (1 %)]	Loss: 389.519440 | Not computing TPR and F1 | Elapsed: 54.58s
WARNING:root: [*] Mon Jan  9 16:40:51 2023: Train Epoch: 1 [ 800 /68513 (1 %)]	Loss: 600.517212 | Not computing TPR and F1 | Elapsed: 54.50s
WARNING:root: [*] Mon Jan  9 16:41:46 2023: Train Epoch: 1 [1200 /68513 (2 %)]	Loss: 474.928192 | Not computing TPR and F1 | Elapsed: 54.66s
WARNING:root: [*] Mon Jan  9 16:42:40 2023: Train Epoch: 1 [1600 /68513 (2 %)]	Loss: 650.294006 | Not computing TPR and F1 | Elapsed: 54.50s
WARNING:root: [*] Mon Jan  9 16:43:35 2023: Train Epoch: 1 [2000 /68513 (3 %)]	Loss: 341.602661 | Not computing TPR and F1 | Elapsed: 54.54s
WARNING:root: [*] Mon Jan  9 16:44:29 2023: Train Epoch: 1 [2400 /68513 (4 %)]	Loss: 301.644409 | Not computing TPR and F1 | Elapsed: 54.51s
WARNING:root: [*] Mon Jan  9 16:45:23 2023: Train Epoch: 1 [2800 /68513 (4 %)]	Loss: 389.445923 | Not computing TPR and F1 | Elapsed: 53.73s
WARNING:root: [*] Mon Jan  9 16:46:17 2023: Train Epoch: 1 [3200 /68513 (5 %)]	Loss: 505.199432 | Not computing TPR and F1 | Elapsed: 53.82s
WARNING:root: [*] Mon Jan  9 16:47:10 2023: Train Epoch: 1 [3600 /68513 (5 %)]	Loss: 246.984955 | Not computing TPR and F1 | Elapsed: 53.48s
WARNING:root: [*] Mon Jan  9 16:48:04 2023: Train Epoch: 1 [4000 /68513 (6 %)]	Loss: 450.479370 | Not computing TPR and F1 | Elapsed: 53.53s
WARNING:root: [*] Mon Jan  9 16:48:57 2023: Train Epoch: 1 [4400 /68513 (6 %)]	Loss: 415.307892 | Not computing TPR and F1 | Elapsed: 53.56s
WARNING:root: [*] Mon Jan  9 16:49:51 2023: Train Epoch: 1 [4800 /68513 (7 %)]	Loss: 330.217651 | Not computing TPR and F1 | Elapsed: 53.62s
WARNING:root: [*] Mon Jan  9 16:50:45 2023: Train Epoch: 1 [5200 /68513 (8 %)]	Loss: 407.019592 | Not computing TPR and F1 | Elapsed: 53.67s
WARNING:root: [*] Mon Jan  9 16:51:38 2023: Train Epoch: 1 [5600 /68513 (8 %)]	Loss: 342.234070 | Not computing TPR and F1 | Elapsed: 53.65s
WARNING:root: [*] Mon Jan  9 16:52:32 2023: Train Epoch: 1 [6000 /68513 (9 %)]	Loss: 483.119934 | Not computing TPR and F1 | Elapsed: 53.81s
WARNING:root: [*] Mon Jan  9 16:53:27 2023: Train Epoch: 1 [6400 /68513 (9 %)]	Loss: 516.528259 | Not computing TPR and F1 | Elapsed: 54.71s
WARNING:root: [*] Mon Jan  9 16:54:21 2023: Train Epoch: 1 [6800 /68513 (10%)]	Loss: 374.695221 | Not computing TPR and F1 | Elapsed: 54.08s
WARNING:root: [*] Mon Jan  9 16:55:14 2023: Train Epoch: 1 [7200 /68513 (11%)]	Loss: 372.888336 | Not computing TPR and F1 | Elapsed: 53.44s
WARNING:root: [*] Mon Jan  9 16:56:08 2023: Train Epoch: 1 [7600 /68513 (11%)]	Loss: 315.854279 | Not computing TPR and F1 | Elapsed: 53.66s
WARNING:root: [*] Mon Jan  9 16:57:01 2023: Train Epoch: 1 [8000 /68513 (12%)]	Loss: 348.302307 | Not computing TPR and F1 | Elapsed: 53.44s
WARNING:root: [*] Mon Jan  9 16:57:55 2023: Train Epoch: 1 [8400 /68513 (12%)]	Loss: 315.336273 | Not computing TPR and F1 | Elapsed: 53.52s
WARNING:root: [*] Mon Jan  9 16:58:48 2023: Train Epoch: 1 [8800 /68513 (13%)]	Loss: 461.933533 | Not computing TPR and F1 | Elapsed: 53.53s
WARNING:root: [*] Mon Jan  9 16:59:42 2023: Train Epoch: 1 [9200 /68513 (13%)]	Loss: 369.732849 | Not computing TPR and F1 | Elapsed: 53.44s
WARNING:root: [*] Mon Jan  9 17:00:35 2023: Train Epoch: 1 [9600 /68513 (14%)]	Loss: 283.806580 | Not computing TPR and F1 | Elapsed: 53.46s
WARNING:root: [*] Mon Jan  9 17:01:29 2023: Train Epoch: 1 [10000/68513 (15%)]	Loss: 351.030701 | Not computing TPR and F1 | Elapsed: 53.58s
WARNING:root: [*] Mon Jan  9 17:02:22 2023: Train Epoch: 1 [10400/68513 (15%)]	Loss: 455.812134 | Not computing TPR and F1 | Elapsed: 53.55s
WARNING:root: [*] Mon Jan  9 17:03:16 2023: Train Epoch: 1 [10800/68513 (16%)]	Loss: 240.673889 | Not computing TPR and F1 | Elapsed: 53.50s
WARNING:root: [*] Mon Jan  9 17:04:09 2023: Train Epoch: 1 [11200/68513 (16%)]	Loss: 405.587219 | Not computing TPR and F1 | Elapsed: 53.50s
WARNING:root: [*] Mon Jan  9 17:05:03 2023: Train Epoch: 1 [11600/68513 (17%)]	Loss: 299.527344 | Not computing TPR and F1 | Elapsed: 53.48s
WARNING:root: [*] Mon Jan  9 17:05:56 2023: Train Epoch: 1 [12000/68513 (18%)]	Loss: 391.334961 | Not computing TPR and F1 | Elapsed: 53.53s
WARNING:root: [*] Mon Jan  9 17:06:50 2023: Train Epoch: 1 [12400/68513 (18%)]	Loss: 282.370361 | Not computing TPR and F1 | Elapsed: 53.83s
WARNING:root: [*] Mon Jan  9 17:07:44 2023: Train Epoch: 1 [12800/68513 (19%)]	Loss: 358.108215 | Not computing TPR and F1 | Elapsed: 53.55s
WARNING:root: [*] Mon Jan  9 17:08:37 2023: Train Epoch: 1 [13200/68513 (19%)]	Loss: 412.137054 | Not computing TPR and F1 | Elapsed: 53.44s
WARNING:root: [*] Mon Jan  9 17:09:31 2023: Train Epoch: 1 [13600/68513 (20%)]	Loss: 343.800781 | Not computing TPR and F1 | Elapsed: 53.97s
WARNING:root: [*] Mon Jan  9 17:10:26 2023: Train Epoch: 1 [14000/68513 (20%)]	Loss: 211.634277 | Not computing TPR and F1 | Elapsed: 54.45s
WARNING:root: [*] Mon Jan  9 17:11:20 2023: Train Epoch: 1 [14400/68513 (21%)]	Loss: 191.684372 | Not computing TPR and F1 | Elapsed: 54.30s
WARNING:root: [*] Mon Jan  9 17:12:14 2023: Train Epoch: 1 [14800/68513 (22%)]	Loss: 384.423096 | Not computing TPR and F1 | Elapsed: 54.35s
WARNING:root: [*] Mon Jan  9 17:13:08 2023: Train Epoch: 1 [15200/68513 (22%)]	Loss: 369.550201 | Not computing TPR and F1 | Elapsed: 53.98s
WARNING:root: [*] Mon Jan  9 17:14:02 2023: Train Epoch: 1 [15600/68513 (23%)]	Loss: 218.309723 | Not computing TPR and F1 | Elapsed: 53.47s
WARNING:root: [*] Mon Jan  9 17:14:55 2023: Train Epoch: 1 [16000/68513 (23%)]	Loss: 351.650635 | Not computing TPR and F1 | Elapsed: 53.44s
WARNING:root: [*] Mon Jan  9 17:15:49 2023: Train Epoch: 1 [16400/68513 (24%)]	Loss: 370.221802 | Not computing TPR and F1 | Elapsed: 53.49s
WARNING:root: [*] Mon Jan  9 17:16:42 2023: Train Epoch: 1 [16800/68513 (25%)]	Loss: 389.510437 | Not computing TPR and F1 | Elapsed: 53.53s
WARNING:root: [*] Mon Jan  9 17:17:36 2023: Train Epoch: 1 [17200/68513 (25%)]	Loss: 422.105438 | Not computing TPR and F1 | Elapsed: 53.96s
WARNING:root: [*] Mon Jan  9 17:18:30 2023: Train Epoch: 1 [17600/68513 (26%)]	Loss: 272.079163 | Not computing TPR and F1 | Elapsed: 53.63s
WARNING:root: [*] Mon Jan  9 17:19:23 2023: Train Epoch: 1 [18000/68513 (26%)]	Loss: 231.886261 | Not computing TPR and F1 | Elapsed: 53.55s
WARNING:root: [*] Mon Jan  9 17:20:17 2023: Train Epoch: 1 [18400/68513 (27%)]	Loss: 420.326416 | Not computing TPR and F1 | Elapsed: 53.49s
WARNING:root: [*] Mon Jan  9 17:21:10 2023: Train Epoch: 1 [18800/68513 (27%)]	Loss: 269.716309 | Not computing TPR and F1 | Elapsed: 53.52s
WARNING:root: [*] Mon Jan  9 17:22:04 2023: Train Epoch: 1 [19200/68513 (28%)]	Loss: 240.712234 | Not computing TPR and F1 | Elapsed: 53.61s
WARNING:root: [*] Mon Jan  9 17:22:58 2023: Train Epoch: 1 [19600/68513 (29%)]	Loss: 284.631592 | Not computing TPR and F1 | Elapsed: 53.55s
WARNING:root: [*] Mon Jan  9 17:23:51 2023: Train Epoch: 1 [20000/68513 (29%)]	Loss: 474.105164 | Not computing TPR and F1 | Elapsed: 53.53s
WARNING:root: [*] Mon Jan  9 17:24:45 2023: Train Epoch: 1 [20400/68513 (30%)]	Loss: 253.423798 | Not computing TPR and F1 | Elapsed: 53.53s
WARNING:root: [*] Mon Jan  9 17:25:38 2023: Train Epoch: 1 [20800/68513 (30%)]	Loss: 374.138550 | Not computing TPR and F1 | Elapsed: 53.47s
WARNING:root: [*] Mon Jan  9 17:26:32 2023: Train Epoch: 1 [21200/68513 (31%)]	Loss: 365.403687 | Not computing TPR and F1 | Elapsed: 53.61s
WARNING:root: [*] Mon Jan  9 17:27:25 2023: Train Epoch: 1 [21600/68513 (32%)]	Loss: 359.470703 | Not computing TPR and F1 | Elapsed: 53.65s
WARNING:root: [*] Mon Jan  9 17:28:19 2023: Train Epoch: 1 [22000/68513 (32%)]	Loss: 225.691956 | Not computing TPR and F1 | Elapsed: 53.55s
WARNING:root: [*] Mon Jan  9 17:29:12 2023: Train Epoch: 1 [22400/68513 (33%)]	Loss: 375.233032 | Not computing TPR and F1 | Elapsed: 53.55s
WARNING:root: [*] Mon Jan  9 17:30:06 2023: Train Epoch: 1 [22800/68513 (33%)]	Loss: 371.969513 | Not computing TPR and F1 | Elapsed: 53.42s
WARNING:root: [*] Mon Jan  9 17:30:59 2023: Train Epoch: 1 [23200/68513 (34%)]	Loss: 154.186050 | Not computing TPR and F1 | Elapsed: 53.55s
WARNING:root: [*] Mon Jan  9 17:31:54 2023: Train Epoch: 1 [23600/68513 (34%)]	Loss: 303.184723 | Not computing TPR and F1 | Elapsed: 54.19s
WARNING:root: [*] Mon Jan  9 17:32:47 2023: Train Epoch: 1 [24000/68513 (35%)]	Loss: 358.131042 | Not computing TPR and F1 | Elapsed: 53.62s
WARNING:root: [*] Mon Jan  9 17:33:41 2023: Train Epoch: 1 [24400/68513 (36%)]	Loss: 454.466003 | Not computing TPR and F1 | Elapsed: 53.57s
WARNING:root: [*] Mon Jan  9 17:34:34 2023: Train Epoch: 1 [24800/68513 (36%)]	Loss: 316.215088 | Not computing TPR and F1 | Elapsed: 53.61s
WARNING:root: [*] Mon Jan  9 17:35:28 2023: Train Epoch: 1 [25200/68513 (37%)]	Loss: 353.572144 | Not computing TPR and F1 | Elapsed: 53.61s
WARNING:root: [*] Mon Jan  9 17:36:22 2023: Train Epoch: 1 [25600/68513 (37%)]	Loss: 355.346741 | Not computing TPR and F1 | Elapsed: 53.47s
WARNING:root: [*] Mon Jan  9 17:37:15 2023: Train Epoch: 1 [26000/68513 (38%)]	Loss: 340.751007 | Not computing TPR and F1 | Elapsed: 53.63s
WARNING:root: [*] Mon Jan  9 17:38:09 2023: Train Epoch: 1 [26400/68513 (39%)]	Loss: 152.605225 | Not computing TPR and F1 | Elapsed: 53.73s
WARNING:root: [*] Mon Jan  9 17:39:03 2023: Train Epoch: 1 [26800/68513 (39%)]	Loss: 443.762756 | Not computing TPR and F1 | Elapsed: 53.64s
WARNING:root: [*] Mon Jan  9 17:39:56 2023: Train Epoch: 1 [27200/68513 (40%)]	Loss: 308.509766 | Not computing TPR and F1 | Elapsed: 53.56s
WARNING:root: [*] Mon Jan  9 17:40:50 2023: Train Epoch: 1 [27600/68513 (40%)]	Loss: 290.544983 | Not computing TPR and F1 | Elapsed: 53.57s
WARNING:root: [*] Mon Jan  9 17:41:43 2023: Train Epoch: 1 [28000/68513 (41%)]	Loss: 415.951324 | Not computing TPR and F1 | Elapsed: 53.52s
WARNING:root: [*] Mon Jan  9 17:42:37 2023: Train Epoch: 1 [28400/68513 (41%)]	Loss: 450.093811 | Not computing TPR and F1 | Elapsed: 53.48s
WARNING:root: [*] Mon Jan  9 17:43:30 2023: Train Epoch: 1 [28800/68513 (42%)]	Loss: 280.772827 | Not computing TPR and F1 | Elapsed: 53.51s
